#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-07T08:33:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56dd3cc3122a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb1-4}&key:source=J/A+A/552/A16/limb1-4&HTTPPRM:&
#-source=J/A+A/552/A16/limb1-4
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=Filt
#-out=Met
#-out=Mod
#-out=u
#-out=Merit
#Merit=Merit
#-out=a
#-out=b
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb1-4:
#Name: J/A+A/552/A16/limb1-4
#Title: 1- and 2-parameter limb-darkening coefficients for quasi-spherical PHOENIX models: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)}, (equations 2, 3 and 4)
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs] quasi-spherical PHOENIX model	[ucd=stat.param;meta.modelled]
#Column	u	(F8.4)	Linear limb darkening coefficient u (G2)	[ucd=pos.distance]
#Column	Merit	(a5)	Corresponding figure of merit	[ucd=meta.ref.url]
#Column	a	(F8.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F8.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	c	(F8.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F8.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F8.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F8.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
logg|Teff|Z|xi|Filt|Met|Mod|u|Merit|a|b|c|d|e|f
 3.50|  8000| 0.0| 2.0|Kp|L|qs|  0.5263|Merit|  0.1660|  0.5327| -0.5406|  1.6380|  0.8309|  0.5901
 4.00|  8000| 0.0| 2.0|Kp|L|qs|  0.4949|Merit|  0.2303|  0.3921| -0.2448|  1.1369|  0.7122|  0.4195
 4.50|  8000| 0.0| 2.0|Kp|L|qs|  0.4872|Merit|  0.2475|  0.3559| -0.1791|  1.0250|  0.6841|  0.3791
 5.00|  8000| 0.0| 2.0|Kp|L|qs|  0.4712|Merit|  0.2356|  0.3502| -0.1864|  1.0121|  0.6657|  0.3738
 5.50|  8000| 0.0| 2.0|Kp|L|qs|  0.4672|Merit|  0.2404|  0.3373| -0.1655|  0.9742|  0.6546|  0.3599
 3.00|  8200| 0.0| 2.0|Kp|L|qs|  0.6382|Merit| -0.0134|  0.9607| -1.4004|  3.1254|  1.2056|  1.1040
 3.50|  8200| 0.0| 2.0|Kp|L|qs|  0.5263|Merit|  0.1489|  0.5581| -0.6101|  1.7444|  0.8485|  0.6244
 4.00|  8200| 0.0| 2.0|Kp|L|qs|  0.4835|Merit|  0.2103|  0.4049| -0.2843|  1.1799|  0.7085|  0.4346
 4.50|  8200| 0.0| 2.0|Kp|L|qs|  0.4492|Merit|  0.2048|  0.3627| -0.2384|  1.0575|  0.6513|  0.3893
 5.00|  8200| 0.0| 2.0|Kp|L|qs|  0.4573|Merit|  0.2121|  0.3644| -0.2296|  1.0572|  0.6601|  0.3899
 5.50|  8200| 0.0| 2.0|Kp|L|qs|  0.4542|Merit|  0.2187|  0.3504| -0.2052|  1.0152|  0.6492|  0.3746
 3.00|  8400| 0.0| 2.0|Kp|L|qs|  0.6430|Merit| -0.0156|  0.9710| -1.4271|  3.1737|  1.2183|  1.1195
 3.50|  8400| 0.0| 2.0|Kp|L|qs|  0.5340|Merit|  0.1518|  0.5650| -0.6401|  1.8023|  0.8642|  0.6400
 4.00|  8400| 0.0| 2.0|Kp|L|qs|  0.4747|Merit|  0.1998|  0.4073| -0.3018|  1.1932|  0.7017|  0.4386
 4.50|  8400| 0.0| 2.0|Kp|L|qs|  0.4395|Merit|  0.1891|  0.3716| -0.2670|  1.0864|  0.6468|  0.3996
 5.00|  8400| 0.0| 2.0|Kp|L|qs|  0.4437|Merit|  0.1920|  0.3740| -0.2641|  1.0891|  0.6522|  0.4012
 5.50|  8400| 0.0| 2.0|Kp|L|qs|  0.4407|Merit|  0.1977|  0.3614| -0.2419|  1.0509|  0.6423|  0.3872
 3.00|  8600| 0.0| 2.0|Kp|L|qs|  0.6440|Merit| -0.0344|  1.0001| -1.4878|  3.2681|  1.2366|  1.1531
 3.50|  8600| 0.0| 2.0|Kp|L|qs|  0.5411|Merit|  0.1675|  0.5522| -0.6277|  1.7941|  0.8675|  0.6326
 4.00|  8600| 0.0| 2.0|Kp|L|qs|  0.4735|Merit|  0.2113|  0.3884| -0.2712|  1.1442|  0.6907|  0.4197
 4.50|  8600| 0.0| 2.0|Kp|L|qs|  0.4322|Merit|  0.1800|  0.3743| -0.2813|  1.0971|  0.6413|  0.4031
 5.00|  8600| 0.0| 2.0|Kp|L|qs|  0.4304|Merit|  0.1746|  0.3800| -0.2914|  1.1106|  0.6427|  0.4085
 5.50|  8600| 0.0| 2.0|Kp|L|qs|  0.4268|Merit|  0.1781|  0.3699| -0.2742|  1.0793|  0.6336|  0.3972
 3.00|  8800| 0.0| 2.0|Kp|L|qs|  0.6397|Merit| -0.0684|  1.0439| -1.5826|  3.4068|  1.2578|  1.2029
 3.50|  8800| 0.0| 2.0|Kp|L|qs|  0.5403|Merit|  0.1577|  0.5655| -0.6694|  1.8568|  0.8767|  0.6521
 4.00|  8800| 0.0| 2.0|Kp|L|qs|  0.4736|Merit|  0.2477|  0.3346| -0.1724|  0.9925|  0.6615|  0.3630
 4.50|  8800| 0.0| 2.0|Kp|L|qs|  0.4308|Merit|  0.2013|  0.3405| -0.2183|  0.9982|  0.6211|  0.3668
 5.00|  8800| 0.0| 2.0|Kp|L|qs|  0.4153|Merit|  0.1914|  0.3326| -0.2167|  0.9724|  0.6011|  0.3576
 5.50|  8800| 0.0| 2.0|Kp|L|qs|  0.4079|Merit|  0.1922|  0.3208| -0.2009|  0.9371|  0.5873|  0.3447
 3.00|  9000| 0.0| 2.0|Kp|L|qs|  0.6385|Merit| -0.0989|  1.0869| -1.6704|  3.5395|  1.2813|  1.2510
 3.50|  9000| 0.0| 2.0|Kp|L|qs|  0.5369|Merit|  0.1349|  0.5943| -0.7406|  1.9609|  0.8915|  0.6875
 4.00|  9000| 0.0| 2.0|Kp|L|qs|  0.4727|Merit|  0.2509|  0.3285| -0.1626|  0.9762|  0.6573|  0.3568
 4.50|  9000| 0.0| 2.0|Kp|L|qs|  0.4313|Merit|  0.2127|  0.3243| -0.1892|  0.9540|  0.6128|  0.3501
 5.00|  9000| 0.0| 2.0|Kp|L|qs|  0.4050|Merit|  0.1850|  0.3269| -0.2178|  0.9583|  0.5880|  0.3520
 5.50|  9000| 0.0| 2.0|Kp|L|qs|  0.3952|Merit|  0.1809|  0.3185| -0.2110|  0.9331|  0.5736|  0.3429
 3.00|  9200| 0.0| 2.0|Kp|L|qs|  0.6401|Merit| -0.1299|  1.1348| -1.7631|  3.6838|  1.3099|  1.3039
 3.50|  9200| 0.0| 2.0|Kp|L|qs|  0.5329|Merit|  0.1051|  0.6322| -0.8327|  2.0960|  0.9113|  0.7336
 4.00|  9200| 0.0| 2.0|Kp|L|qs|  0.4724|Merit|  0.2641|  0.3085| -0.1293|  0.9244|  0.6466|  0.3368
 4.50|  9200| 0.0| 2.0|Kp|L|qs|  0.4422|Merit|  0.2408|  0.2988| -0.1307|  0.8809|  0.6097|  0.3229
 5.00|  9200| 0.0| 2.0|Kp|L|qs|  0.4003|Merit|  0.1844|  0.3207| -0.2120|  0.9421|  0.5800|  0.3458
 5.50|  9200| 0.0| 2.0|Kp|L|qs|  0.3859|Merit|  0.1723|  0.3176| -0.2197|  0.9323|  0.5640|  0.3423
 3.00|  9400| 0.0| 2.0|Kp|L|qs|  0.6442|Merit| -0.1612|  1.1870| -1.8587|  3.8366|  1.3431|  1.3606
 3.50|  9400| 0.0| 2.0|Kp|L|qs|  0.5310|Merit|  0.0760|  0.6724| -0.9265|  2.2371|  0.9343|  0.7821
 4.00|  9400| 0.0| 2.0|Kp|L|qs|  0.4682|Merit|  0.2579|  0.3114| -0.1398|  0.9340|  0.6441|  0.3402
 4.50|  9400| 0.0| 2.0|Kp|L|qs|  0.4398|Merit|  0.2398|  0.2968| -0.1290|  0.8746|  0.6061|  0.3207
 5.00|  9400| 0.0| 2.0|Kp|L|qs|  0.4022|Merit|  0.1947|  0.3082| -0.1871|  0.9066|  0.5750|  0.3326
 5.50|  9400| 0.0| 2.0|Kp|L|qs|  0.3787|Merit|  0.1676|  0.3139| -0.2209|  0.9229|  0.5549|  0.3386
 3.00|  9600| 0.0| 2.0|Kp|L|qs|  0.6514|Merit| -0.1948|  1.2470| -1.9627|  4.0067|  1.3830|  1.4246
 3.50|  9600| 0.0| 2.0|Kp|L|qs|  0.5308|Merit|  0.0467|  0.7154| -1.0239|  2.3862|  0.9607|  0.8336
 4.00|  9600| 0.0| 2.0|Kp|L|qs|  0.4598|Merit|  0.2458|  0.3169| -0.1608|  0.9535|  0.6392|  0.3468
 4.50|  9600| 0.0| 2.0|Kp|L|qs|  0.4412|Merit|  0.2565|  0.2740| -0.0880|  0.8137|  0.5955|  0.2975
 5.00|  9600| 0.0| 2.0|Kp|L|qs|  0.4144|Merit|  0.2249|  0.2815| -0.1253|  0.8304|  0.5725|  0.3044
 5.50|  9600| 0.0| 2.0|Kp|L|qs|  0.3753|Merit|  0.1676|  0.3088| -0.2152|  0.9089|  0.5487|  0.3334
 3.00|  9800| 0.0| 2.0|Kp|L|qs|  0.6606|Merit| -0.2278|  1.3089| -2.0652|  4.1776|  1.4254|  1.4896
 3.50|  9800| 0.0| 2.0|Kp|L|qs|  0.5329|Merit|  0.0135|  0.7676| -1.1386|  2.5653|  0.9948|  0.8957
 4.00|  9800| 0.0| 2.0|Kp|L|qs|  0.4537|Merit|  0.2356|  0.3229| -0.1807|  0.9746|  0.6368|  0.3541
 4.50|  9800| 0.0| 2.0|Kp|L|qs|  0.4412|Merit|  0.2583|  0.2713| -0.0825|  0.8052|  0.5939|  0.2944
 5.00|  9800| 0.0| 2.0|Kp|L|qs|  0.4171|Merit|  0.2321|  0.2748| -0.1085|  0.8086|  0.5712|  0.2966
 5.50|  9800| 0.0| 2.0|Kp|L|qs|  0.3764|Merit|  0.1738|  0.3011| -0.1999|  0.8870|  0.5455|  0.3252
 3.00| 10000| 0.0| 2.0|Kp|L|qs|  0.6714|Merit| -0.2610|  1.3737| -2.1666|  4.3494|  1.4703|  1.5562
 3.50| 10000| 0.0| 2.0|Kp|L|qs|  0.5363|Merit| -0.0204|  0.8227| -1.2563|  2.7512|  1.0316|  0.9606
 4.00| 10000| 0.0| 2.0|Kp|L|qs|  0.4481|Merit|  0.2247|  0.3309| -0.2043|  1.0023|  0.6362|  0.3636
 4.50| 10000| 0.0| 2.0|Kp|L|qs|  0.4328|Merit|  0.2481|  0.2739| -0.0969|  0.8144|  0.5871|  0.2976
 5.00| 10000| 0.0| 2.0|Kp|L|qs|  0.4200|Merit|  0.2412|  0.2656| -0.0888|  0.7828|  0.5691|  0.2870
 5.50| 10000| 0.0| 2.0|Kp|L|qs|  0.3836|Merit|  0.1919|  0.2849| -0.1624|  0.8403|  0.5438|  0.3080
 3.00|  5000| 0.0| 2.0|C |L|qs|  0.6957|Merit|  0.5989|  0.1436|  0.4077|  0.4427|  0.7783|  0.1595
 3.50|  5000| 0.0| 2.0|C |L|qs|  0.6851|Merit|  0.6072|  0.1156|  0.4587|  0.3482|  0.7508|  0.1265
 4.00|  5000| 0.0| 2.0|C |L|qs|  0.6789|Merit|  0.6033|  0.1124|  0.4639|  0.3309|  0.7420|  0.1213
 4.50|  5000| 0.0| 2.0|C |L|qs|  0.6781|Merit|  0.6060|  0.1072|  0.4748|  0.3129|  0.7379|  0.1150
 5.00|  5000| 0.0| 2.0|C |L|qs|  0.6754|Merit|  0.5981|  0.1151|  0.4599|  0.3319|  0.7393|  0.1226
 5.50|  5000| 0.0| 2.0|C |L|qs|  0.6634|Merit|  0.5753|  0.1311|  0.4179|  0.3781|  0.7362|  0.1396
 3.00|  5100| 0.0| 2.0|C |L|qs|  0.6885|Merit|  0.5869|  0.1506|  0.3867|  0.4639|  0.7751|  0.1672
 3.50|  5100| 0.0| 2.0|C |L|qs|  0.6749|Merit|  0.5868|  0.1308|  0.4213|  0.3900|  0.7487|  0.1422
 4.00|  5100| 0.0| 2.0|C |L|qs|  0.6698|Merit|  0.5881|  0.1213|  0.4379|  0.3568|  0.7378|  0.1308
 4.50|  5100| 0.0| 2.0|C |L|qs|  0.6685|Merit|  0.5896|  0.1174|  0.4462|  0.3422|  0.7340|  0.1259
 5.00|  5100| 0.0| 2.0|C |L|qs|  0.6654|Merit|  0.5794|  0.1281|  0.4259|  0.3688|  0.7364|  0.1363
 5.50|  5100| 0.0| 2.0|C |L|qs|  0.6541|Merit|  0.5578|  0.1434|  0.3857|  0.4134|  0.7337|  0.1527
 3.00|  5200| 0.0| 2.0|C |L|qs|  0.6815|Merit|  0.5760|  0.1565|  0.3684|  0.4814|  0.7715|  0.1736
 3.50|  5200| 0.0| 2.0|C |L|qs|  0.6671|Merit|  0.5747|  0.1372|  0.4017|  0.4082|  0.7444|  0.1490
 4.00|  5200| 0.0| 2.0|C |L|qs|  0.6611|Merit|  0.5742|  0.1291|  0.4148|  0.3791|  0.7334|  0.1391
 4.50|  5200| 0.0| 2.0|C |L|qs|  0.6593|Merit|  0.5742|  0.1265|  0.4198|  0.3686|  0.7298|  0.1356
 5.00|  5200| 0.0| 2.0|C |L|qs|  0.6556|Merit|  0.5618|  0.1396|  0.3948|  0.4017|  0.7330|  0.1485
 5.50|  5200| 0.0| 2.0|C |L|qs|  0.6567|Merit|  0.5637|  0.1384|  0.3988|  0.3971|  0.7333|  0.1470
 3.00|  5300| 0.0| 2.0|C |L|qs|  0.6732|Merit|  0.5572|  0.1719|  0.3323|  0.5241|  0.7714|  0.1896
 3.50|  5300| 0.0| 2.0|C |L|qs|  0.6595|Merit|  0.5633|  0.1428|  0.3838|  0.4242|  0.7400|  0.1550
 4.00|  5300| 0.0| 2.0|C |L|qs|  0.6529|Merit|  0.5617|  0.1356|  0.3945|  0.3976|  0.7288|  0.1459
 4.50|  5300| 0.0| 2.0|C |L|qs|  0.6502|Merit|  0.5600|  0.1341|  0.3965|  0.3906|  0.7250|  0.1437
 5.00|  5300| 0.0| 2.0|C |L|qs|  0.6455|Merit|  0.5445|  0.1503|  0.3646|  0.4325|  0.7288|  0.1599
 5.50|  5300| 0.0| 2.0|C |L|qs|  0.6469|Merit|  0.5456|  0.1508|  0.3656|  0.4332|  0.7304|  0.1602
 3.00|  5400| 0.0| 2.0|C |L|qs|  0.6673|Merit|  0.5470|  0.1783|  0.3142|  0.5428|  0.7691|  0.1964
 3.50|  5400| 0.0| 2.0|C |L|qs|  0.6527|Merit|  0.5532|  0.1478|  0.3678|  0.4382|  0.7358|  0.1602
 4.00|  5400| 0.0| 2.0|C |L|qs|  0.6452|Merit|  0.5503|  0.1410|  0.3767|  0.4133|  0.7241|  0.1517
 4.50|  5400| 0.0| 2.0|C |L|qs|  0.6364|Merit|  0.5316|  0.1559|  0.3438|  0.4503|  0.7229|  0.1662
 5.00|  5400| 0.0| 2.0|C |L|qs|  0.6358|Merit|  0.5283|  0.1599|  0.3369|  0.4602|  0.7244|  0.1701
 5.50|  5400| 0.0| 2.0|C |L|qs|  0.6371|Merit|  0.5286|  0.1614|  0.3359|  0.4639|  0.7265|  0.1716
 3.00|  5500| 0.0| 2.0|C |L|qs|  0.6620|Merit|  0.5387|  0.1828|  0.3008|  0.5552|  0.7661|  0.2011
 3.50|  5500| 0.0| 2.0|C |L|qs|  0.6465|Merit|  0.5437|  0.1526|  0.3529|  0.4516|  0.7322|  0.1652
 4.00|  5500| 0.0| 2.0|C |L|qs|  0.6381|Merit|  0.5400|  0.1458|  0.3608|  0.4267|  0.7196|  0.1567
 4.50|  5500| 0.0| 2.0|C |L|qs|  0.6282|Merit|  0.5185|  0.1630|  0.3224|  0.4707|  0.7186|  0.1738
 5.00|  5500| 0.0| 2.0|C |L|qs|  0.6264|Merit|  0.5136|  0.1678|  0.3129|  0.4828|  0.7193|  0.1785
 5.50|  5500| 0.0| 2.0|C |L|qs|  0.6272|Merit|  0.5128|  0.1702|  0.3096|  0.4891|  0.7214|  0.1809
 3.00|  5600| 0.0| 2.0|C |L|qs|  0.6567|Merit|  0.5292|  0.1889|  0.2840|  0.5728|  0.7642|  0.2076
 3.50|  5600| 0.0| 2.0|C |L|qs|  0.6406|Merit|  0.5348|  0.1571|  0.3389|  0.4641|  0.7288|  0.1699
 4.00|  5600| 0.0| 2.0|C |L|qs|  0.6315|Merit|  0.5306|  0.1499|  0.3468|  0.4380|  0.7152|  0.1610
 4.50|  5600| 0.0| 2.0|C |L|qs|  0.6203|Merit|  0.5065|  0.1692|  0.3032|  0.4881|  0.7141|  0.1802
 5.00|  5600| 0.0| 2.0|C |L|qs|  0.6175|Merit|  0.5000|  0.1748|  0.2910|  0.5027|  0.7143|  0.1859
 5.50|  5600| 0.0| 2.0|C |L|qs|  0.6111|Merit|  0.4784|  0.1975|  0.2437|  0.5658|  0.7202|  0.2095
 3.00|  5700| 0.0| 2.0|C |L|qs|  0.6520|Merit|  0.5198|  0.1960|  0.2662|  0.5930|  0.7634|  0.2151
 3.50|  5700| 0.0| 2.0|C |L|qs|  0.6352|Merit|  0.5262|  0.1617|  0.3253|  0.4766|  0.7258|  0.1746
 4.00|  5700| 0.0| 2.0|C |L|qs|  0.6192|Merit|  0.5060|  0.1682|  0.3028|  0.4868|  0.7125|  0.1796
 4.50|  5700| 0.0| 2.0|C |L|qs|  0.6131|Merit|  0.4954|  0.1750|  0.2853|  0.5046|  0.7101|  0.1864
 5.00|  5700| 0.0| 2.0|C |L|qs|  0.6092|Merit|  0.4877|  0.1809|  0.2715|  0.5200|  0.7094|  0.1923
 5.50|  5700| 0.0| 2.0|C |L|qs|  0.6012|Merit|  0.4627|  0.2061|  0.2176|  0.5908|  0.7152|  0.2187
 3.00|  5800| 0.0| 2.0|C |L|qs|  0.6473|Merit|  0.5100|  0.2034|  0.2477|  0.6141|  0.7627|  0.2229
 3.50|  5800| 0.0| 2.0|C |L|qs|  0.6301|Merit|  0.5179|  0.1666|  0.3116|  0.4899|  0.7234|  0.1796
 4.00|  5800| 0.0| 2.0|C |L|qs|  0.6130|Merit|  0.4958|  0.1741|  0.2858|  0.5035|  0.7096|  0.1858
 4.50|  5800| 0.0| 2.0|C |L|qs|  0.6065|Merit|  0.4855|  0.1799|  0.2697|  0.5184|  0.7062|  0.1916
 5.00|  5800| 0.0| 2.0|C |L|qs|  0.6015|Merit|  0.4764|  0.1860|  0.2543|  0.5345|  0.7044|  0.1977
 5.50|  5800| 0.0| 2.0|C |L|qs|  0.5920|Merit|  0.4485|  0.2135|  0.1945|  0.6121|  0.7100|  0.2266
 3.00|  5900| 0.0| 2.0|C |L|qs|  0.6429|Merit|  0.4998|  0.2121|  0.2271|  0.6391|  0.7631|  0.2321
 3.50|  5900| 0.0| 2.0|C |L|qs|  0.6253|Merit|  0.5094|  0.1721|  0.2973|  0.5046|  0.7215|  0.1852
 4.00|  5900| 0.0| 2.0|C |L|qs|  0.6072|Merit|  0.4866|  0.1792|  0.2710|  0.5174|  0.7065|  0.1910
 4.50|  5900| 0.0| 2.0|C |L|qs|  0.6002|Merit|  0.4760|  0.1846|  0.2552|  0.5311|  0.7023|  0.1963
 5.00|  5900| 0.0| 2.0|C |L|qs|  0.5942|Merit|  0.4661|  0.1907|  0.2386|  0.5476|  0.6997|  0.2026
 5.50|  5900| 0.0| 2.0|C |L|qs|  0.5833|Merit|  0.4352|  0.2203|  0.1730|  0.6319|  0.7052|  0.2339
 3.00|  6000| 0.0| 2.0|C |L|qs|  0.6387|Merit|  0.4885|  0.2226|  0.2028|  0.6700|  0.7647|  0.2433
 3.50|  6000| 0.0| 2.0|C |L|qs|  0.6194|Merit|  0.5011|  0.1756|  0.2853|  0.5139|  0.7174|  0.1888
 4.00|  6000| 0.0| 2.0|C |L|qs|  0.6019|Merit|  0.4773|  0.1851|  0.2553|  0.5332|  0.7043|  0.1970
 4.50|  6000| 0.0| 2.0|C |L|qs|  0.5937|Merit|  0.4677|  0.1874|  0.2444|  0.5377|  0.6972|  0.1990
 5.00|  6000| 0.0| 2.0|C |L|qs|  0.5803|Merit|  0.4336|  0.2181|  0.1744|  0.6249|  0.7008|  0.2315
 5.50|  6000| 0.0| 2.0|C |L|qs|  0.5754|Merit|  0.4229|  0.2270|  0.1525|  0.6512|  0.7010|  0.2411
 3.00|  6100| 0.0| 2.0|C |L|qs|  0.6350|Merit|  0.4758|  0.2359|  0.1724|  0.7108|  0.7686|  0.2581
 3.50|  6100| 0.0| 2.0|C |L|qs|  0.6149|Merit|  0.4924|  0.1819|  0.2699|  0.5307|  0.7162|  0.1951
 4.00|  6100| 0.0| 2.0|C |L|qs|  0.5968|Merit|  0.4679|  0.1915|  0.2388|  0.5509|  0.7027|  0.2037
 4.50|  6100| 0.0| 2.0|C |L|qs|  0.5882|Merit|  0.4592|  0.1918|  0.2313|  0.5494|  0.6941|  0.2034
 5.00|  6100| 0.0| 2.0|C |L|qs|  0.5729|Merit|  0.4243|  0.2210|  0.1617|  0.6332|  0.6950|  0.2345
 5.50|  6100| 0.0| 2.0|C |L|qs|  0.5678|Merit|  0.4117|  0.2324|  0.1348|  0.6668|  0.6964|  0.2468
 3.00|  6200| 0.0| 2.0|C |L|qs|  0.6321|Merit|  0.4595|  0.2556|  0.1280|  0.7746|  0.7773|  0.2805
 3.50|  6200| 0.0| 2.0|C |L|qs|  0.6105|Merit|  0.4830|  0.1892|  0.2525|  0.5505|  0.7156|  0.2026
 4.00|  6200| 0.0| 2.0|C |L|qs|  0.5915|Merit|  0.4584|  0.1977|  0.2226|  0.5677|  0.7006|  0.2100
 4.50|  6200| 0.0| 2.0|C |L|qs|  0.5564|Merit|  0.4073|  0.2218|  0.1395|  0.6418|  0.6797|  0.2368
 5.00|  6200| 0.0| 2.0|C |L|qs|  0.5668|Merit|  0.4151|  0.2256|  0.1471|  0.6462|  0.6914|  0.2394
 5.50|  6200| 0.0| 2.0|C |L|qs|  0.5609|Merit|  0.4015|  0.2372|  0.1189|  0.6806|  0.6921|  0.2519
 3.00|  6300| 0.0| 2.0|C |L|qs|  0.6300|Merit|  0.4397|  0.2818|  0.0683|  0.8628|  0.7909|  0.3112
 3.50|  6300| 0.0| 2.0|C |L|qs|  0.5991|Merit|  0.4512|  0.2195|  0.1867|  0.6342|  0.7206|  0.2341
 4.00|  6300| 0.0| 2.0|C |L|qs|  0.5866|Merit|  0.4488|  0.2046|  0.2054|  0.5865|  0.6994|  0.2171
 4.50|  6300| 0.0| 2.0|C |L|qs|  0.5502|Merit|  0.3977|  0.2267|  0.1242|  0.6557|  0.6761|  0.2420
 5.00|  6300| 0.0| 2.0|C |L|qs|  0.5612|Merit|  0.4062|  0.2306|  0.1324|  0.6601|  0.6885|  0.2445
 5.50|  6300| 0.0| 2.0|C |L|qs|  0.5540|Merit|  0.3910|  0.2425|  0.1023|  0.6957|  0.6882|  0.2575
 3.00|  6400| 0.0| 2.0|C |L|qs|  0.6289|Merit|  0.4144|  0.3175| -0.0131|  0.9860|  0.8116|  0.3535
 3.50|  6400| 0.0| 2.0|C |L|qs|  0.5942|Merit|  0.4394|  0.2298|  0.1632|  0.6628|  0.7212|  0.2448
 4.00|  6400| 0.0| 2.0|C |L|qs|  0.5817|Merit|  0.4388|  0.2122|  0.1868|  0.6075|  0.6986|  0.2251
 4.50|  6400| 0.0| 2.0|C |L|qs|  0.5443|Merit|  0.3883|  0.2320|  0.1087|  0.6705|  0.6731|  0.2475
 5.00|  6400| 0.0| 2.0|C |L|qs|  0.5558|Merit|  0.3983|  0.2343|  0.1205|  0.6703|  0.6851|  0.2484
 5.50|  6400| 0.0| 2.0|C |L|qs|  0.5295|Merit|  0.3614|  0.2501|  0.0597|  0.7234|  0.6685|  0.2670
 3.00|  6500| 0.0| 2.0|C |L|qs|  0.6285|Merit|  0.3877|  0.3562| -0.0994|  1.1178|  0.8347|  0.3991
 3.50|  6500| 0.0| 2.0|C |L|qs|  0.5894|Merit|  0.4267|  0.2413|  0.1372|  0.6953|  0.7226|  0.2569
 4.00|  6500| 0.0| 2.0|C |L|qs|  0.5767|Merit|  0.4282|  0.2207|  0.1667|  0.6308|  0.6982|  0.2338
 4.50|  6500| 0.0| 2.0|C |L|qs|  0.5389|Merit|  0.3793|  0.2372|  0.0937|  0.6852|  0.6705|  0.2530
 5.00|  6500| 0.0| 2.0|C |L|qs|  0.5511|Merit|  0.3889|  0.2413|  0.1026|  0.6905|  0.6844|  0.2559
 5.50|  6500| 0.0| 2.0|C |L|qs|  0.5233|Merit|  0.3530|  0.2534|  0.0473|  0.7330|  0.6642|  0.2705
 3.00|  6600| 0.0| 2.0|C |L|qs|  0.6293|Merit|  0.3577|  0.4018| -0.2018|  1.2762|  0.8635|  0.4536
 3.50|  6600| 0.0| 2.0|C |L|qs|  0.5846|Merit|  0.4136|  0.2536|  0.1096|  0.7303|  0.7246|  0.2700
 4.00|  6600| 0.0| 2.0|C |L|qs|  0.5721|Merit|  0.4173|  0.2300|  0.1451|  0.6569|  0.6987|  0.2436
 4.50|  6600| 0.0| 2.0|C |L|qs|  0.5337|Merit|  0.3706|  0.2425|  0.0789|  0.7001|  0.6682|  0.2586
 5.00|  6600| 0.0| 2.0|C |L|qs|  0.5463|Merit|  0.3804|  0.2467|  0.0879|  0.7058|  0.6825|  0.2616
 5.50|  6600| 0.0| 2.0|C |L|qs|  0.5177|Merit|  0.3455|  0.2563|  0.0362|  0.7415|  0.6603|  0.2737
 3.00|  6700| 0.0| 2.0|C |L|qs|  0.6308|Merit|  0.3214|  0.4574| -0.3245|  1.4664|  0.8988|  0.5193
 3.50|  6700| 0.0| 2.0|C |L|qs|  0.5798|Merit|  0.3996|  0.2671|  0.0794|  0.7691|  0.7271|  0.2844
 4.00|  6700| 0.0| 2.0|C |L|qs|  0.5672|Merit|  0.4058|  0.2397|  0.1225|  0.6843|  0.6991|  0.2538
 4.50|  6700| 0.0| 2.0|C |L|qs|  0.5290|Merit|  0.3620|  0.2483|  0.0634|  0.7166|  0.6667|  0.2647
 5.00|  6700| 0.0| 2.0|C |L|qs|  0.5417|Merit|  0.3719|  0.2525|  0.0725|  0.7223|  0.6810|  0.2677
 5.50|  6700| 0.0| 2.0|C |L|qs|  0.5129|Merit|  0.3383|  0.2598|  0.0249|  0.7515|  0.6574|  0.2774
